paper_id,condition,counterfactual_type,group,free_ok,structured_ok,free_words,structured_words,free_latency_sec,structured_latency_sec,rating_1_10,confidence_1_5,n_strengths,n_weaknesses,n_methodological_flaws,error_free,error_structured
2023.acl%2023.acl-long.683,blueprint_conclusion,blueprint_conclusion,Logic-Perturbed,True,True,1672,986,25.36177921295166,14.912978172302246,6,4,7,7,10,,
2023.acl%2023.acl-long.683,blueprint_finding,blueprint_finding,Logic-Perturbed,True,True,1811,933,26.939327239990234,15.26424503326416,6,4,7,7,8,,
2023.acl%2023.acl-long.683,blueprint_result,blueprint_result,Logic-Perturbed,True,True,1745,809,24.130640029907227,12.782894372940063,6,4,7,8,7,,
2023.acl%2023.acl-long.812,Original,none,Baseline,True,True,1477,835,26.808043479919434,15.7589111328125,6,4,6,8,10,,
2023.acl%2023.acl-long.812,active_passive,active_passive,Format-Perturbed,True,True,1598,703,25.197097301483154,13.483011722564697,5,3,6,7,10,,
2023.acl%2023.acl-long.812,british_american,british_american,Format-Perturbed,True,True,1550,803,24.412294387817383,13.749250411987305,6,4,6,7,10,,
2023.acl%2023.acl-long.812,language_error,language_error,Format-Perturbed,True,True,1623,809,25.01267671585083,15.996684074401855,6,4,6,7,10,,
2023.acl%2023.acl-long.812,paper_layout,paper_layout,Format-Perturbed,True,True,1684,748,27.463199615478516,12.434371948242188,6,4,5,6,8,,
2023.acl%2023.acl-long.812,blueprint_conclusion,blueprint_conclusion,Logic-Perturbed,True,True,1767,718,28.535319566726685,12.585641384124756,6,4,5,6,10,,
2023.acl%2023.acl-long.812,blueprint_finding,blueprint_finding,Logic-Perturbed,True,True,1868,778,29.34329056739807,14.516839265823364,6,4,6,6,10,,
2023.acl%2023.acl-long.812,blueprint_result,blueprint_result,Logic-Perturbed,True,True,1755,726,28.938894748687744,13.909435033798218,6,4,5,7,9,,
2023.acl%2023.acl-long.818,Original,none,Baseline,True,True,1941,728,32.44092631340027,13.244346380233765,7,4,6,7,8,,
2023.acl%2023.acl-long.818,active_passive,active_passive,Format-Perturbed,True,True,1829,852,30.716484308242798,16.551406621932983,6,4,6,7,8,,
2023.acl%2023.acl-long.818,british_american,british_american,Format-Perturbed,True,True,1784,796,28.146449089050293,13.669201612472534,7,4,7,7,8,,
2023.acl%2023.acl-long.818,language_error,language_error,Format-Perturbed,True,True,1917,801,30.57239818572998,13.941452980041504,6,4,7,8,8,,
2023.acl%2023.acl-long.818,paper_layout,paper_layout,Format-Perturbed,True,True,2000,843,34.22819113731384,13.948917627334595,7,4,6,8,8,,
2023.acl%2023.acl-long.818,blueprint_conclusion,blueprint_conclusion,Logic-Perturbed,True,True,2102,921,36.450045108795166,16.29809856414795,7,4,8,8,8,,
2023.acl%2023.acl-long.818,blueprint_finding,blueprint_finding,Logic-Perturbed,True,True,1861,754,29.978572607040405,13.806140661239624,7,4,7,7,8,,
2023.acl%2023.acl-long.818,blueprint_result,blueprint_result,Logic-Perturbed,True,True,1830,870,28.4920551776886,13.860549926757812,7,4,7,8,9,,
2023.acl%2023.acl-long.819,Original,none,Baseline,True,True,1921,687,29.777015686035156,13.949733257293701,5,4,5,7,9,,
2023.acl%2023.acl-long.819,active_passive,active_passive,Format-Perturbed,True,True,1743,722,28.828536987304688,11.438265562057495,6,3,5,8,8,,
2023.acl%2023.acl-long.819,british_american,british_american,Format-Perturbed,True,True,1666,717,25.912688970565796,11.732176303863525,6,3,5,6,7,,
2023.acl%2023.acl-long.819,language_error,language_error,Format-Perturbed,True,True,1725,680,26.89785933494568,11.792993545532227,5,3,5,8,7,,
2023.acl%2023.acl-long.819,paper_layout,paper_layout,Format-Perturbed,True,True,1676,675,26.69660234451294,11.300114154815674,6,4,5,6,8,,
2023.acl%2023.acl-long.819,blueprint_conclusion,blueprint_conclusion,Logic-Perturbed,True,True,1854,694,31.646364212036133,11.692939758300781,5,4,5,6,7,,
2023.acl%2023.acl-long.819,blueprint_finding,blueprint_finding,Logic-Perturbed,True,True,1689,761,26.05942130088806,12.422529220581055,6,4,5,6,8,,
2023.acl%2023.acl-long.819,blueprint_result,blueprint_result,Logic-Perturbed,True,True,1722,732,27.120525121688843,10.629639148712158,5,3,5,7,7,,
2024.acl%2024.acl-long.311,Original,none,Baseline,True,True,1426,790,22.05430579185486,14.791645526885986,5,4,6,8,10,,
2024.acl%2024.acl-long.311,active_passive,active_passive,Format-Perturbed,True,True,2016,710,32.34350323677063,11.681562662124634,5,4,5,8,9,,
2024.acl%2024.acl-long.311,british_american,british_american,Format-Perturbed,True,True,1877,836,29.49307942390442,14.747009754180908,6,4,6,8,10,,
2024.acl%2024.acl-long.311,language_error,language_error,Format-Perturbed,True,True,1723,732,28.761149883270264,12.536794900894165,5,4,6,8,8,,
2024.acl%2024.acl-long.311,paper_layout,paper_layout,Format-Perturbed,True,True,1600,780,25.360158681869507,12.911584854125977,6,4,6,8,10,,
2024.acl%2024.acl-long.311,blueprint_conclusion,blueprint_conclusion,Logic-Perturbed,True,True,1936,767,29.96673822402954,13.02643084526062,5,4,5,8,11,,
2024.acl%2024.acl-long.311,blueprint_finding,blueprint_finding,Logic-Perturbed,True,True,1762,824,28.018266677856445,13.86584734916687,6,4,6,10,10,,
2024.acl%2024.acl-long.311,blueprint_result,blueprint_result,Logic-Perturbed,True,True,1907,761,27.731593370437622,14.48999810218811,5,4,5,8,8,,
2024.acl%2024.acl-long.320,Original,none,Baseline,True,True,2053,795,32.08735775947571,13.159227132797241,6,4,5,7,8,,
2024.acl%2024.acl-long.320,active_passive,active_passive,Format-Perturbed,True,True,1623,731,26.169694900512695,11.995918273925781,7,4,5,7,6,,
2024.acl%2024.acl-long.320,british_american,british_american,Format-Perturbed,True,True,1790,817,28.044544219970703,13.307146072387695,6,4,6,7,8,,
2024.acl%2024.acl-long.320,language_error,language_error,Format-Perturbed,True,True,2028,767,30.718196392059326,13.345988273620605,7,4,5,6,6,,
2024.acl%2024.acl-long.320,paper_layout,paper_layout,Format-Perturbed,True,True,1781,670,26.472736835479736,12.082817316055298,7,4,6,6,7,,
2024.acl%2024.acl-long.320,blueprint_conclusion,blueprint_conclusion,Logic-Perturbed,True,True,1812,766,27.60588026046753,13.59429931640625,7,4,6,8,8,,
2024.acl%2024.acl-long.320,blueprint_finding,blueprint_finding,Logic-Perturbed,True,True,1818,747,27.3187894821167,12.438247680664062,7,4,6,7,7,,
2024.acl%2024.acl-long.320,blueprint_result,blueprint_result,Logic-Perturbed,True,True,2076,873,32.11552715301514,15.917186498641968,7,4,6,8,8,,
2024.acl%2024.acl-long.375,Original,none,Baseline,True,True,1746,812,27.039876222610474,13.246667623519897,5,4,6,10,8,,
2024.acl%2024.acl-long.375,active_passive,active_passive,Format-Perturbed,True,True,1826,733,27.911223888397217,12.259752035140991,5,4,6,8,8,,
2024.acl%2024.acl-long.375,british_american,british_american,Format-Perturbed,True,True,1694,695,25.291685581207275,11.946764707565308,6,4,7,8,8,,
2024.acl%2024.acl-long.375,language_error,language_error,Format-Perturbed,True,True,1811,737,28.095947742462158,11.832391023635864,5,4,6,8,8,,
2024.acl%2024.acl-long.375,paper_layout,paper_layout,Format-Perturbed,True,True,1753,685,25.91193413734436,10.658548831939697,5,4,6,7,9,,
2024.acl%2024.acl-long.375,blueprint_conclusion,blueprint_conclusion,Logic-Perturbed,True,True,1782,706,26.844496250152588,12.771164417266846,5,4,7,8,10,,
2024.acl%2024.acl-long.375,blueprint_finding,blueprint_finding,Logic-Perturbed,True,True,1774,793,25.863731384277344,13.271564245223999,5,4,6,10,10,,
2024.acl%2024.acl-long.375,blueprint_result,blueprint_result,Logic-Perturbed,True,True,2111,772,31.654184818267822,13.247249364852905,5,4,6,8,10,,
2024.acl%2024.acl-long.393,Original,none,Baseline,True,True,2024,749,30.02497172355652,13.175451517105103,5,4,5,8,7,,
2024.acl%2024.acl-long.393,active_passive,active_passive,Format-Perturbed,True,True,1857,640,27.58221960067749,11.089198112487793,5,4,5,8,8,,
2024.acl%2024.acl-long.393,british_american,british_american,Format-Perturbed,True,True,1794,672,26.747461557388306,11.683425426483154,5,4,5,8,8,,
2024.acl%2024.acl-long.393,language_error,language_error,Format-Perturbed,True,True,1889,688,28.9946608543396,12.389301776885986,5,3,5,8,8,,
2024.acl%2024.acl-long.393,paper_layout,paper_layout,Format-Perturbed,True,True,1973,629,28.939945936203003,10.988437414169312,5,3,5,7,8,,
2024.acl%2024.acl-long.393,blueprint_conclusion,blueprint_conclusion,Logic-Perturbed,True,True,1967,656,29.25464963912964,15.164679050445557,5,4,5,8,8,,
2024.acl%2024.acl-long.393,blueprint_finding,blueprint_finding,Logic-Perturbed,True,True,2081,714,31.282745599746704,11.530789613723755,5,4,5,8,7,,
2024.acl%2024.acl-long.393,blueprint_result,blueprint_result,Logic-Perturbed,True,True,1654,721,24.46015739440918,12.81986403465271,5,4,5,9,8,,
2024.acl%2024.acl-long.45,Original,none,Baseline,True,True,1998,760,29.31022310256958,11.336387872695923,6,4,5,7,7,,
2024.acl%2024.acl-long.45,active_passive,active_passive,Format-Perturbed,True,True,2054,743,29.646875381469727,12.285322904586792,6,4,5,7,7,,
2024.acl%2024.acl-long.45,british_american,british_american,Format-Perturbed,True,True,1856,788,31.862951278686523,12.390472412109375,6,4,5,7,8,,
2024.acl%2024.acl-long.45,language_error,language_error,Format-Perturbed,True,True,2068,869,32.7956383228302,13.818371534347534,6,4,6,8,10,,
2024.acl%2024.acl-long.45,paper_layout,paper_layout,Format-Perturbed,True,True,2037,851,29.80109977722168,13.760108947753906,6,4,6,8,8,,
2024.acl%2024.acl-long.45,blueprint_conclusion,blueprint_conclusion,Logic-Perturbed,True,True,2191,742,33.29258632659912,12.2506844997406,5,4,6,7,8,,
2024.acl%2024.acl-long.45,blueprint_finding,blueprint_finding,Logic-Perturbed,True,True,2124,827,33.11222815513611,13.674274921417236,6,4,5,6,8,,
2024.acl%2024.acl-long.45,blueprint_result,blueprint_result,Logic-Perturbed,True,True,1880,825,27.047111749649048,13.682470083236694,6,4,6,8,8,,
2024.acl%2024.acl-long.741,Original,none,Baseline,True,True,1953,860,28.597822189331055,13.093586921691895,6,4,8,10,10,,
2024.acl%2024.acl-long.741,active_passive,active_passive,Format-Perturbed,True,True,1958,900,30.572948217391968,13.677151679992676,5,4,7,10,10,,
2024.acl%2024.acl-long.741,british_american,british_american,Format-Perturbed,True,True,1564,855,24.323009729385376,16.539994478225708,5,4,6,9,10,,
2024.acl%2024.acl-long.741,language_error,language_error,Format-Perturbed,True,True,1892,815,28.05859112739563,13.608875751495361,6,4,7,8,10,,
2024.acl%2024.acl-long.741,paper_layout,paper_layout,Format-Perturbed,True,True,1966,781,31.36449670791626,13.198289632797241,6,4,7,8,8,,
2024.acl%2024.acl-long.741,blueprint_conclusion,blueprint_conclusion,Logic-Perturbed,True,True,2261,828,33.343929052352905,14.362974643707275,6,4,7,8,10,,
2024.acl%2024.acl-long.741,blueprint_finding,blueprint_finding,Logic-Perturbed,True,True,1919,835,30.486934661865234,14.211893081665039,6,4,7,8,10,,
2024.acl%2024.acl-long.741,blueprint_result,blueprint_result,Logic-Perturbed,True,True,2053,797,31.352190017700195,12.919677257537842,6,4,7,8,10,,
2024.emnlp%2024.emnlp-main.1123,Original,none,Baseline,True,True,1727,738,27.29547953605652,12.335982322692871,6,4,7,9,9,,
2024.emnlp%2024.emnlp-main.1123,active_passive,active_passive,Format-Perturbed,True,True,2201,817,33.18973970413208,13.444948434829712,6,4,6,10,10,,
2024.emnlp%2024.emnlp-main.1123,british_american,british_american,Format-Perturbed,True,True,1612,723,25.28643298149109,12.905520915985107,6,4,6,8,8,,
2024.emnlp%2024.emnlp-main.1123,language_error,language_error,Format-Perturbed,True,True,2249,713,32.81373429298401,11.82106351852417,6,4,6,8,8,,
2024.emnlp%2024.emnlp-main.1123,paper_layout,paper_layout,Format-Perturbed,True,True,2039,792,30.90513563156128,12.610143184661865,6,4,6,8,8,,
2024.emnlp%2024.emnlp-main.1123,blueprint_conclusion,blueprint_conclusion,Logic-Perturbed,True,True,2014,803,29.593990564346313,13.662915229797363,5,4,6,7,10,,
2024.emnlp%2024.emnlp-main.1123,blueprint_finding,blueprint_finding,Logic-Perturbed,True,True,1786,735,27.58306908607483,14.199873447418213,6,4,5,7,8,,
2024.emnlp%2024.emnlp-main.1123,blueprint_result,blueprint_result,Logic-Perturbed,True,True,2284,796,35.029024600982666,13.19742488861084,6,4,7,8,8,,
2024.emnlp%2024.emnlp-main.1192,Original,none,Baseline,True,True,1622,658,24.909221649169922,11.572052717208862,7,4,6,6,6,,
2024.emnlp%2024.emnlp-main.1192,active_passive,active_passive,Format-Perturbed,True,True,1873,738,29.46342134475708,12.783042430877686,7,4,7,7,6,,
2024.emnlp%2024.emnlp-main.1192,british_american,british_american,Format-Perturbed,True,True,1904,701,29.641671895980835,12.787290811538696,7,4,8,8,6,,
2024.emnlp%2024.emnlp-main.1192,language_error,language_error,Format-Perturbed,True,True,1913,749,34.433640003204346,15.012026309967041,7,4,7,8,7,,
2024.emnlp%2024.emnlp-main.1192,paper_layout,paper_layout,Format-Perturbed,True,True,1773,783,28.864168167114258,13.552923202514648,7,4,8,8,8,,
2024.emnlp%2024.emnlp-main.1192,blueprint_conclusion,blueprint_conclusion,Logic-Perturbed,True,True,1918,835,29.922194957733154,14.027370929718018,7,4,7,8,8,,
2024.emnlp%2024.emnlp-main.1192,blueprint_finding,blueprint_finding,Logic-Perturbed,True,True,2070,680,31.839175939559937,11.210782527923584,7,4,7,7,7,,
2024.emnlp%2024.emnlp-main.1192,blueprint_result,blueprint_result,Logic-Perturbed,True,True,1866,776,26.554924726486206,14.561848402023315,6,4,8,8,8,,
2024.emnlp%2024.emnlp-main.175,Original,none,Baseline,True,True,1689,725,24.024707555770874,12.940793991088867,5,4,6,8,8,,
2024.emnlp%2024.emnlp-main.175,active_passive,active_passive,Format-Perturbed,True,True,1846,786,27.018855094909668,13.026963233947754,4,4,6,7,8,,
2024.emnlp%2024.emnlp-main.175,british_american,british_american,Format-Perturbed,True,True,1738,846,27.101011753082275,13.769256830215454,4,4,6,9,8,,
2024.emnlp%2024.emnlp-main.175,language_error,language_error,Format-Perturbed,True,True,1671,812,24.841615915298462,14.776056051254272,4,4,6,8,10,,
2024.emnlp%2024.emnlp-main.175,paper_layout,paper_layout,Format-Perturbed,True,True,1448,693,23.123953580856323,12.595341920852661,5,4,6,6,7,,
2024.emnlp%2024.emnlp-main.175,blueprint_conclusion,blueprint_conclusion,Logic-Perturbed,True,True,1629,772,27.563424825668335,15.700390338897705,4,4,6,8,8,,
2024.emnlp%2024.emnlp-main.175,blueprint_finding,blueprint_finding,Logic-Perturbed,True,True,1578,850,25.616047382354736,14.59625768661499,5,4,6,10,10,,
2024.emnlp%2024.emnlp-main.175,blueprint_result,blueprint_result,Logic-Perturbed,True,True,1531,912,23.020697593688965,15.485636234283447,4,4,6,8,10,,
2024.emnlp%2024.emnlp-main.758,Original,none,Baseline,True,True,2072,902,34.46988916397095,14.61112666130066,6,4,6,6,10,,
2024.emnlp%2024.emnlp-main.758,active_passive,active_passive,Format-Perturbed,True,True,1842,843,29.172580003738403,13.611257791519165,6,4,5,7,10,,
2024.emnlp%2024.emnlp-main.758,british_american,british_american,Format-Perturbed,True,True,2012,818,31.35021734237671,14.336147546768188,5,4,5,6,10,,
2024.emnlp%2024.emnlp-main.758,language_error,language_error,Format-Perturbed,True,True,2151,846,33.240097522735596,13.45915699005127,6,4,5,7,10,,
2024.emnlp%2024.emnlp-main.758,paper_layout,paper_layout,Format-Perturbed,True,True,1966,850,29.23452091217041,13.56871485710144,5,4,5,7,10,,
2024.emnlp%2024.emnlp-main.758,blueprint_conclusion,blueprint_conclusion,Logic-Perturbed,True,True,1992,895,28.720677614212036,14.317699670791626,5,4,5,8,12,,
2024.emnlp%2024.emnlp-main.758,blueprint_finding,blueprint_finding,Logic-Perturbed,True,True,2038,926,27.8913357257843,17.69786310195923,6,4,6,8,10,,
2024.emnlp%2024.emnlp-main.758,blueprint_result,blueprint_result,Logic-Perturbed,True,True,1870,923,29.659153699874878,15.25814962387085,6,4,6,8,12,,
2024.emnlp%2024.emnlp-main.903,Original,none,Baseline,True,True,1919,828,27.203718900680542,14.180178165435791,4,4,5,8,10,,
2024.emnlp%2024.emnlp-main.903,active_passive,active_passive,Format-Perturbed,True,True,1846,760,27.365626335144043,12.708922863006592,4,4,5,8,10,,
2024.emnlp%2024.emnlp-main.903,british_american,british_american,Format-Perturbed,True,True,1944,940,29.298173904418945,14.851806163787842,4,4,5,8,12,,
2024.emnlp%2024.emnlp-main.903,language_error,language_error,Format-Perturbed,True,True,1843,906,27.06162977218628,14.202418565750122,4,4,6,8,10,,
2024.emnlp%2024.emnlp-main.903,paper_layout,paper_layout,Format-Perturbed,True,True,1785,733,26.00790500640869,11.971027851104736,4,4,5,8,10,,
2024.emnlp%2024.emnlp-main.903,blueprint_conclusion,blueprint_conclusion,Logic-Perturbed,True,True,1761,859,27.46927833557129,14.824809789657593,4,4,6,8,10,,
2024.emnlp%2024.emnlp-main.903,blueprint_finding,blueprint_finding,Logic-Perturbed,True,True,1758,832,26.375431299209595,13.671542644500732,4,4,5,8,10,,
2024.emnlp%2024.emnlp-main.903,blueprint_result,blueprint_result,Logic-Perturbed,True,True,2052,803,30.466273546218872,12.9327073097229,4,4,5,9,10,,
EMNLP_2023%7O9bTjLgTQ,Original,none,Baseline,True,True,1748,844,25.03854250907898,13.747255325317383,5,4,6,8,10,,
EMNLP_2023%7O9bTjLgTQ,active_passive,active_passive,Format-Perturbed,True,True,1681,816,26.87425661087036,13.686185359954834,5,4,6,8,10,,
EMNLP_2023%7O9bTjLgTQ,british_american,british_american,Format-Perturbed,True,True,1722,851,26.407580137252808,14.549629926681519,5,4,6,8,9,,
EMNLP_2023%7O9bTjLgTQ,language_error,language_error,Format-Perturbed,True,True,1941,703,28.92255926132202,11.397595643997192,5,4,5,7,8,,
EMNLP_2023%7O9bTjLgTQ,paper_layout,paper_layout,Format-Perturbed,True,True,1577,741,24.154057264328003,12.66902756690979,5,4,6,7,9,,
EMNLP_2023%7O9bTjLgTQ,blueprint_conclusion,blueprint_conclusion,Logic-Perturbed,True,True,1886,754,27.2605619430542,12.272243738174438,5,4,6,7,9,,
EMNLP_2023%7O9bTjLgTQ,blueprint_finding,blueprint_finding,Logic-Perturbed,True,True,1663,640,23.516446352005005,11.470233917236328,5,4,5,7,8,,
EMNLP_2023%7O9bTjLgTQ,blueprint_result,blueprint_result,Logic-Perturbed,True,True,1849,665,29.546295642852783,11.179654121398926,5,4,5,7,8,,
EMNLP_2023%8L5SA7ENI4,Original,none,Baseline,True,True,1732,761,27.468275785446167,12.673503160476685,5,4,6,7,10,,
EMNLP_2023%8L5SA7ENI4,active_passive,active_passive,Format-Perturbed,True,True,1926,817,30.437354803085327,14.272213459014893,5,4,6,8,10,,
EMNLP_2023%8L5SA7ENI4,british_american,british_american,Format-Perturbed,True,True,1607,655,25.282740831375122,11.264899730682373,5,4,5,8,8,,
EMNLP_2023%8L5SA7ENI4,language_error,language_error,Format-Perturbed,True,True,1786,724,26.90080213546753,14.199395179748535,5,4,6,8,10,,
EMNLP_2023%8L5SA7ENI4,paper_layout,paper_layout,Format-Perturbed,True,True,2032,641,31.74440050125122,10.865968942642212,6,4,6,8,8,,
EMNLP_2023%8L5SA7ENI4,blueprint_conclusion,blueprint_conclusion,Logic-Perturbed,True,True,2029,764,30.569148540496826,12.784522771835327,5,4,6,8,8,,
EMNLP_2023%8L5SA7ENI4,blueprint_finding,blueprint_finding,Logic-Perturbed,True,True,1852,737,27.107649564743042,13.151576042175293,6,4,6,8,8,,
EMNLP_2023%8L5SA7ENI4,blueprint_result,blueprint_result,Logic-Perturbed,True,True,1964,900,30.17105722427368,15.678222417831421,5,4,6,8,10,,
EMNLP_2023%nRB8VpeM7b,Original,none,Baseline,True,True,1650,694,23.985272884368896,11.960122346878052,7,4,6,6,6,,
EMNLP_2023%nRB8VpeM7b,active_passive,active_passive,Format-Perturbed,True,True,1885,660,27.57201337814331,11.183706521987915,7,4,6,6,6,,
EMNLP_2023%nRB8VpeM7b,british_american,british_american,Format-Perturbed,True,True,1733,753,25.466320037841797,11.67497968673706,7,4,7,7,7,,
EMNLP_2023%nRB8VpeM7b,language_error,language_error,Format-Perturbed,True,True,1849,931,25.925288915634155,15.164062976837158,6,4,8,8,10,,
EMNLP_2023%nRB8VpeM7b,paper_layout,paper_layout,Format-Perturbed,True,True,1766,764,28.247461318969727,12.047131776809692,7,4,7,7,7,,
EMNLP_2023%nRB8VpeM7b,blueprint_conclusion,blueprint_conclusion,Logic-Perturbed,True,True,1789,844,26.981530904769897,12.97285795211792,7,4,8,8,8,,
EMNLP_2023%nRB8VpeM7b,blueprint_finding,blueprint_finding,Logic-Perturbed,True,True,1568,890,24.52164936065674,14.846134185791016,7,4,8,8,8,,
EMNLP_2023%nRB8VpeM7b,blueprint_result,blueprint_result,Logic-Perturbed,True,True,1611,896,23.5210177898407,15.327323913574219,7,4,8,8,8,,
ICLR.cc_2025%8sfc8MwG5v,Original,none,Baseline,True,True,1708,871,27.09393334388733,17.471553564071655,6,4,6,6,10,,
ICLR.cc_2025%8sfc8MwG5v,active_passive,active_passive,Format-Perturbed,True,True,2166,959,35.280914545059204,15.772212982177734,6,4,6,7,10,,
ICLR.cc_2025%8sfc8MwG5v,british_american,british_american,Format-Perturbed,True,True,2008,955,30.726258516311646,15.693541049957275,6,4,7,7,10,,
ICLR.cc_2025%8sfc8MwG5v,language_error,language_error,Format-Perturbed,True,True,2025,919,31.993457555770874,14.75380253791809,6,4,6,6,8,,
ICLR.cc_2025%8sfc8MwG5v,paper_layout,paper_layout,Format-Perturbed,True,True,2179,779,32.24617910385132,12.948399543762207,6,4,6,7,8,,
ICLR.cc_2025%8sfc8MwG5v,blueprint_conclusion,blueprint_conclusion,Logic-Perturbed,True,True,2125,1080,32.58644127845764,17.786595344543457,6,4,6,8,10,,
ICLR.cc_2025%8sfc8MwG5v,blueprint_finding,blueprint_finding,Logic-Perturbed,True,True,2048,973,30.175142526626587,16.3997859954834,6,4,7,7,10,,
ICLR.cc_2025%8sfc8MwG5v,blueprint_result,blueprint_result,Logic-Perturbed,True,True,2112,1051,32.54097557067871,17.3280348777771,6,4,6,7,10,,
ICLR.cc_2025%QCDdI7X3f9,Original,none,Baseline,True,True,2051,764,31.097140789031982,14.644694566726685,7,4,7,7,8,,
ICLR.cc_2025%QCDdI7X3f9,active_passive,active_passive,Format-Perturbed,True,True,2021,821,31.600016355514526,14.933963537216187,7,4,7,7,7,,
ICLR.cc_2025%QCDdI7X3f9,british_american,british_american,Format-Perturbed,True,True,2206,757,32.888309478759766,14.208954334259033,7,4,7,7,7,,
ICLR.cc_2025%QCDdI7X3f9,language_error,language_error,Format-Perturbed,True,True,2354,953,39.00891184806824,16.996412754058838,7,4,7,8,8,,
ICLR.cc_2025%QCDdI7X3f9,paper_layout,paper_layout,Format-Perturbed,True,True,2068,902,34.464905738830566,16.73812437057495,7,4,7,7,8,,
ICLR.cc_2025%QCDdI7X3f9,blueprint_conclusion,blueprint_conclusion,Logic-Perturbed,True,True,1835,821,27.93787121772766,15.044386625289917,7,4,7,8,6,,
ICLR.cc_2025%QCDdI7X3f9,blueprint_finding,blueprint_finding,Logic-Perturbed,True,True,1968,744,32.3978636264801,13.657522201538086,8,4,8,7,7,,
ICLR.cc_2025%QCDdI7X3f9,blueprint_result,blueprint_result,Logic-Perturbed,True,True,2348,763,37.98322939872742,13.879237174987793,7,4,7,7,6,,
ICLR.cc_2025%lIVRgt4nLv,Original,none,Baseline,True,True,1679,812,27.66231369972229,13.053282260894775,6,4,7,8,9,,
ICLR.cc_2025%lIVRgt4nLv,active_passive,active_passive,Format-Perturbed,True,True,1813,757,27.681294441223145,12.345941543579102,6,4,7,8,8,,
ICLR.cc_2025%lIVRgt4nLv,british_american,british_american,Format-Perturbed,True,True,1728,726,25.767853498458862,11.98783540725708,6,4,6,7,8,,
ICLR.cc_2025%lIVRgt4nLv,language_error,language_error,Format-Perturbed,True,True,1917,771,28.765384435653687,12.229612112045288,6,4,7,8,8,,
ICLR.cc_2025%lIVRgt4nLv,paper_layout,paper_layout,Format-Perturbed,True,True,1737,747,27.107228755950928,11.793924570083618,7,4,7,8,7,,
ICLR.cc_2025%lIVRgt4nLv,blueprint_conclusion,blueprint_conclusion,Logic-Perturbed,True,True,1639,775,23.117051362991333,12.305925130844116,6,4,7,8,8,,
ICLR.cc_2025%lIVRgt4nLv,blueprint_finding,blueprint_finding,Logic-Perturbed,True,True,1856,767,27.371660470962524,12.68538522720337,6,4,6,8,8,,
ICLR.cc_2025%lIVRgt4nLv,blueprint_result,blueprint_result,Logic-Perturbed,True,True,1870,866,28.673921585083008,14.049997806549072,6,4,7,9,8,,
ICLR.cc_2025%lLkgj7FEtZ,Original,none,Baseline,True,True,1855,918,27.816243171691895,14.55624532699585,6,4,6,10,8,,
ICLR.cc_2025%lLkgj7FEtZ,active_passive,active_passive,Format-Perturbed,True,True,1997,835,30.18352437019348,13.968290567398071,5,4,6,10,8,,
ICLR.cc_2025%lLkgj7FEtZ,british_american,british_american,Format-Perturbed,True,True,1829,788,28.731194972991943,13.808056354522705,5,4,6,8,8,,
ICLR.cc_2025%lLkgj7FEtZ,language_error,language_error,Format-Perturbed,True,True,2103,992,31.85803723335266,15.701944828033447,4,4,5,10,10,,
ICLR.cc_2025%lLkgj7FEtZ,paper_layout,paper_layout,Format-Perturbed,True,True,2174,841,33.91062831878662,14.6946120262146,6,4,6,9,10,,
